dataset,path,class_id,target_index,target_label,predicted_index,predicted_class,top1_confidence,is_correct
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_14572.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.2619454562664032,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_14642.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.26530739665031433,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_14651.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.3037172257900238,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_14790.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.10027817636728287,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_14822.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.44401639699935913,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_14830.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.3718722462654114,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_14840.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.43005940318107605,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_1492.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.40855613350868225,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_15150.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4748096168041229,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_15241.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.34184274077415466,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_15292.JPEG,n02087394,159,Rhodesian ridgeback,168,redbone,0.34844955801963806,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_15341.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.29850223660469055,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_15431.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.3875166177749634,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_15582.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.34753477573394775,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_15762.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5190587639808655,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_15821.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5112850069999695,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_15822.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5072320103645325,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_15980.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5405918955802917,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_1611.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.21038000285625458,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_16150.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5125412940979004,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_16381.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.3070908486843109,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_1650.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.33530837297439575,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_16610.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.6266805529594421,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_16862.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.21530388295650482,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_1722.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.21873100101947784,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_1730.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5904326438903809,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_17382.JPEG,n02087394,159,Rhodesian ridgeback,211,vizsla,0.17133113741874695,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_1740.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.7072036862373352,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_17592.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5600466132164001,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_1762.JPEG,n02087394,159,Rhodesian ridgeback,168,redbone,0.28170329332351685,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_1780.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5533575415611267,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_17872.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4601017236709595,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_18011.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4603436291217804,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_18060.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.24265465140342712,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_181.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.18988631665706635,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_18182.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.42956089973449707,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_18661.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.3954666256904602,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_1891.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.48110541701316833,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_18911.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.620604932308197,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_19011.JPEG,n02087394,159,Rhodesian ridgeback,168,redbone,0.21137534081935883,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_1921.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4960467517375946,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_19430.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4132133424282074,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_19460.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5742564797401428,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_1960.JPEG,n02087394,159,Rhodesian ridgeback,211,vizsla,0.19331160187721252,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_19901.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.19101804494857788,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_1991.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.27067095041275024,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_19972.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5915260910987854,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_20062.JPEG,n02087394,159,Rhodesian ridgeback,211,vizsla,0.2785920202732086,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_20330.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4975091218948364,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_20392.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.36974117159843445,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_20412.JPEG,n02087394,159,Rhodesian ridgeback,168,redbone,0.24056142568588257,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_20422.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5768265724182129,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_20431.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5387738943099976,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_20762.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.41749390959739685,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_2090.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.16859889030456543,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_21000.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4323335587978363,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_21270.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5365846157073975,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_21480.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.42415377497673035,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_21621.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.37446674704551697,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_2172.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4273439943790436,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_21761.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5153738260269165,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_21851.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.40127143263816833,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_21991.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.18772411346435547,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_22042.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.3747609555721283,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_22202.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.1901412308216095,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_22342.JPEG,n02087394,159,Rhodesian ridgeback,211,vizsla,0.16082249581813812,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_22441.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.33619582653045654,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_22712.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.3383122980594635,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_22910.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.13837659358978271,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_2301.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.274472713470459,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_2311.JPEG,n02087394,159,Rhodesian ridgeback,163,bloodhound,0.2723343074321747,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_23121.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5506806969642639,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_23350.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.39293885231018066,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_23371.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.6747679114341736,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_2341.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.17606835067272186,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_23481.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.3726131319999695,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_23502.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.6815047860145569,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_23832.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.7115930914878845,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_24042.JPEG,n02087394,159,Rhodesian ridgeback,211,vizsla,0.23792925477027893,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_2411.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.2691621780395508,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_24520.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5398980975151062,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_24561.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.39698097109794617,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_24691.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.46647346019744873,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_24792.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.30259427428245544,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_24832.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4278307855129242,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_24880.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4103839099407196,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_25111.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.3034649193286896,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_25192.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.2540835440158844,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_25392.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.2148994356393814,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_25491.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.6400214433670044,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_25552.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5650774836540222,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_25580.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.46243128180503845,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_25921.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.2521314322948456,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_261.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5652084350585938,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_2621.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.3914569616317749,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_26301.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.3753316402435303,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_2640.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4816713035106659,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_2642.JPEG,n02087394,159,Rhodesian ridgeback,163,bloodhound,0.2213030755519867,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_26422.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4094192087650299,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_2651.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.369136244058609,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_2690.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4065453112125397,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_27070.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.6666732430458069,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_271.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4619211256504059,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_2722.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.44258105754852295,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_2731.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.41692277789115906,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_2761.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5364333391189575,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_27612.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4824923872947693,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_27802.JPEG,n02087394,159,Rhodesian ridgeback,211,vizsla,0.2331589013338089,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_2811.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4577120542526245,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_28361.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.3303661346435547,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_28611.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.2220381200313568,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_29021.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.586268424987793,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_29330.JPEG,n02087394,159,Rhodesian ridgeback,179,Staffordshire bullterrier,0.09944164752960205,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_29562.JPEG,n02087394,159,Rhodesian ridgeback,168,redbone,0.20983348786830902,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_29611.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.31234240531921387,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_2972.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.2374311089515686,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_29790.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.24288681149482727,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_2990.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5057711005210876,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_30051.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.6498613357543945,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3040.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5483273863792419,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_30620.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.26669344305992126,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3072.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.6301076412200928,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_30721.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.7165422439575195,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_310.JPEG,n02087394,159,Rhodesian ridgeback,180,American Staffordshire terrier,0.26736506819725037,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_31182.JPEG,n02087394,159,Rhodesian ridgeback,168,redbone,0.029132571071386337,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3130.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4548839032649994,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_31662.JPEG,n02087394,159,Rhodesian ridgeback,211,vizsla,0.33255404233932495,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3171.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.33750826120376587,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3181.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.273892879486084,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_31831.JPEG,n02087394,159,Rhodesian ridgeback,211,vizsla,0.1492544263601303,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_32312.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.3050094544887543,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_32380.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.43134209513664246,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_32782.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.6728395223617554,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_330.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.26688581705093384,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3311.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4785020649433136,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3361.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.44495075941085815,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3370.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.29596808552742004,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_33872.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.18602702021598816,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_33901.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5256814956665039,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_33980.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.43135717511177063,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_34161.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.294815331697464,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_34391.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.3364560306072235,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3450.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.44899463653564453,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3451.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4407968819141388,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_34682.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4340144097805023,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3471.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.12238708883523941,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_34751.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5405696630477905,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_35282.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.45254454016685486,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_35760.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4900658428668976,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_36031.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5373231172561646,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3642.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.450663298368454,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3682.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.2333444505929947,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3690.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.31327787041664124,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3712.JPEG,n02087394,159,Rhodesian ridgeback,173,Ibizan hound,0.1028357595205307,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3762.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.34041184186935425,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3791.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.3507179617881775,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3792.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.3512970507144928,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_381.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.35520994663238525,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3831.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.09221295267343521,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3971.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.6068106293678284,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3980.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.40475067496299744,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_3992.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5597898960113525,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_4030.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.11305908858776093,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_4032.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4842827320098877,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_4080.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.42590275406837463,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_4112.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.23108051717281342,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_4291.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.4634864628314972,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_4330.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5626218914985657,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_4370.JPEG,n02087394,159,Rhodesian ridgeback,207,golden retriever,0.1579616516828537,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_4371.JPEG,n02087394,159,Rhodesian ridgeback,168,redbone,0.4642959237098694,False
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_4391.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.6246771216392517,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_4410.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.5285636186599731,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_4430.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.18744920194149017,True
imagewoof,data/imagewoof2-320/val/n02087394/n02087394_4451.JPEG,n02087394,159,Rhodesian ridgeback,159,Rhodesian ridgeback,0.40110480785369873,True
